,NumEmpleado,Horario,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado
4033,27814,11:00 - 12:00,X,X, ,X, , 
4034,27814,12:00 - 13:00,X,X, ,X, , 
4035,27814,13:00 - 14:00,X, , ,X, , 
4036,27814,14:00 - 15:00, , , , , , 
4037,27814,15:00 - 16:00, , , , , , 
4038,27814,16:00 - 17:00,X,X, ,X, , 
4039,27814,17:00 - 18:00,X,X, ,X, , 
4040,27814,18:00 - 19:00, ,X,X, , , 
4041,27814,19:00 - 20:00, , ,X, , , 
4042,27814,20:00 - 21:00, , , , , , 
4043,27814,21:00 - 22:00, , , , , , 
4044,27814,22:00 - 23:00, , , , , , 
4045,27814,17,,,,,,
4046,27816,7:00 - 8:00, , , , , , 
4047,27816,8:00 - 9:00, , , , , , 
4048,27816,9:00 - 10:00, , , , , , 
4049,27816,10:00 - 11:00, , , , , , 
4050,27816,11:00 - 12:00, , , , , , 
4051,27816,12:00 - 13:00, , , , , , 
4052,27816,13:00 - 14:00, , , , , , 
4053,27816,14:00 - 15:00, , , , , , 
4054,27816,15:00 - 16:00, , , , , , 
4055,27816,16:00 - 17:00, , , , , , 
4056,27816,17:00 - 18:00, , , , , , 
4057,27816,18:00 - 19:00, , , , , , 
4058,27816,19:00 - 20:00, , , , , , 
4059,27816,20:00 - 21:00,X, , ,X, , 
4060,27816,21:00 - 22:00,X, , ,X, , 
4061,27816,22:00 - 23:00, , , , , , 
4062,27816,4,,,,,,
4063,27838,7:00 - 8:00, , , , , , 
4064,27838,8:00 - 9:00, , , , , , 
4065,27838,9:00 - 10:00, ,X, , , , 
4066,27838,10:00 - 11:00,X,X, , , , 
4067,27838,11:00 - 12:00,X,X,X, , , 
4068,27838,12:00 - 13:00,X,X,X, , , 
4069,27838,13:00 - 14:00, , , , , , 
4070,27838,14:00 - 15:00, , , , , , 
4071,27838,15:00 - 16:00, , , , , , 
4072,27838,16:00 - 17:00, , , , , , 
4073,27838,17:00 - 18:00, , , , , , 
4074,27838,18:00 - 19:00, , , , , , 
4075,27838,19:00 - 20:00, , , , , , 
4076,27838,20:00 - 21:00, , , , , , 
4077,27838,21:00 - 22:00, , , , , , 
4078,27838,22:00 - 23:00, , , , , , 
4079,27838,9,,,,,,
4080,27868,7:00 - 8:00, , , , , , 
4081,27868,8:00 - 9:00, , , , , , 
4082,27868,9:00 - 10:00, , , , , , 
4083,27868,10:00 - 11:00, , , , , , 
4084,27868,11:00 - 12:00, , , , , , 
4085,27868,12:00 - 13:00, , , , , , 
4086,27868,13:00 - 14:00, , , , , , 
4087,27868,14:00 - 15:00, , , , , , 
4088,27868,15:00 - 16:00, , , , , , 
4089,27868,16:00 - 17:00, , , , , , 
4090,27868,17:00 - 18:00, , , , , , 
4091,27868,18:00 - 19:00, , , , , , 
4092,27868,19:00 - 20:00, , , , , , 
4093,27868,20:00 - 21:00,X, ,X, , , 
4094,27868,21:00 - 22:00,X, ,X, , , 
4095,27868,22:00 - 23:00, , , , , , 
4096,27868,4,,,,,,
4097,27869,7:00 - 8:00, , , , , , 
4098,27869,8:00 - 9:00, , , , , , 
4099,27869,9:00 - 10:00, , , , , , 
4100,27869,10:00 - 11:00,X,X, , , , 
4101,27869,11:00 - 12:00,X,X, ,X,X, 
4102,27869,12:00 - 13:00, , , ,X,X, 
4103,27869,13:00 - 14:00, , , , , , 
4104,27869,14:00 - 15:00, , , , , , 
4105,27869,15:00 - 16:00, , , , , , 
4106,27869,16:00 - 17:00, , , , , , 
4107,27869,17:00 - 18:00, , , , , , 
4108,27869,18:00 - 19:00, , , , , , 
4109,27869,19:00 - 20:00, , , , , , 
4110,27869,20:00 - 21:00, , , , , , 
4111,27869,21:00 - 22:00, , , , , , 
4112,27869,22:00 - 23:00, , , , , , 
4113,27869,8,,,,,,
4114,27894,7:00 - 8:00, , , , , , 
4115,27894,8:00 - 9:00, , , , , , 
4116,27894,9:00 - 10:00, , , , , , 
4117,27894,10:00 - 11:00, , , , , , 
4118,27894,11:00 - 12:00, , , , , , 
4119,27894,12:00 - 13:00, , , , , , 
4120,27894,13:00 - 14:00, , , , , , 
4121,27894,14:00 - 15:00, , , , , , 
4122,27894,15:00 - 16:00, , , , , , 
4123,27894,16:00 - 17:00, , , , , , 
4124,27894,17:00 - 18:00, , , , , , 
4125,27894,18:00 - 19:00, , , , , , 
4126,27894,19:00 - 20:00, , , ,X, , 
4127,27894,20:00 - 21:00, , , , ,X, 
4128,27894,21:00 - 22:00, , , , ,X, 
4129,27894,22:00 - 23:00, , , , , , 
4130,27894,3,,,,,,
4131,27895,7:00 - 8:00, , , , , , 
4132,27895,8:00 - 9:00, , , , , , 
4133,27895,9:00 - 10:00,X, ,X, , , 
4134,27895,10:00 - 11:00,X, ,X, , , 
4135,27895,11:00 - 12:00, , , , , , 
4136,27895,12:00 - 13:00, , , , , , 
4137,27895,13:00 - 14:00, , , , , , 
4138,27895,14:00 - 15:00, , , , , , 
4139,27895,15:00 - 16:00, , , , , , 
4140,27895,16:00 - 17:00, , , , , , 
4141,27895,17:00 - 18:00, , , , , , 
4142,27895,18:00 - 19:00, , , , , , 
4143,27895,19:00 - 20:00, , , , , , 
4144,27895,20:00 - 21:00, , , , , , 
4145,27895,21:00 - 22:00, , , , , , 
4146,27895,22:00 - 23:00, , , , , , 
4147,27895,4,,,,,,
4148,27904,7:00 - 8:00, , , , , , 
4149,27904,8:00 - 9:00, , , , , , 
4150,27904,9:00 - 10:00, , , , , , 
4151,27904,10:00 - 11:00, , , , , , 
4152,27904,11:00 - 12:00, , , , , , 
4153,27904,12:00 - 13:00, , , , , , 
4154,27904,13:00 - 14:00, , , , , , 
4155,27904,14:00 - 15:00, , , , , , 
4156,27904,15:00 - 16:00, , , , , , 
4157,27904,16:00 - 17:00, , , , , , 
4158,27904,17:00 - 18:00, , , , , , 
4159,27904,18:00 - 19:00, , , , , , 
4160,27904,19:00 - 20:00, , , , ,X, 
4161,27904,20:00 - 21:00, , , , ,X, 
4162,27904,21:00 - 22:00, , , , ,X, 
4163,27904,22:00 - 23:00, , , , , , 
4164,27904,3,,,,,,
4165,27906,7:00 - 8:00, , , , , , 
4166,27906,8:00 - 9:00, , , , , , 
4167,27906,9:00 - 10:00, ,X, , , , 
4168,27906,10:00 - 11:00,X,X, , , , 
4169,27906,11:00 - 12:00,X, , , , , 
4170,27906,12:00 - 13:00, , , , , , 
4171,27906,13:00 - 14:00, , , , , , 
4172,27906,14:00 - 15:00, , , , , , 
4173,27906,15:00 - 16:00, , , , , , 
4174,27906,16:00 - 17:00, , , , , , 
4175,27906,17:00 - 18:00, , , , , , 
4176,27906,18:00 - 19:00, , , , , , 
4177,27906,19:00 - 20:00, , , , , , 
4178,27906,20:00 - 21:00, , , , , , 
4179,27906,21:00 - 22:00, , , , , , 
4180,27906,22:00 - 23:00, , , , , , 
4181,27906,4,,,,,,
4182,27965,7:00 - 8:00, , , , , , 
4183,27965,8:00 - 9:00, , , , , , 
4184,27965,9:00 - 10:00, , , , , , 
4185,27965,10:00 - 11:00, , , , , , 
4186,27965,11:00 - 12:00, , , , , , 
4187,27965,12:00 - 13:00, , , , , , 
4188,27965,13:00 - 14:00, , , , , , 
4189,27965,14:00 - 15:00, , , , , , 
4190,27965,15:00 - 16:00, , , , , , 
4191,27965,16:00 - 17:00,X, ,X, , , 
4192,27965,17:00 - 18:00,X, ,X, , , 
4193,27965,18:00 - 19:00, , , , , , 
4194,27965,19:00 - 20:00, , , , , , 
4195,27965,20:00 - 21:00, , , , , , 
4196,27965,21:00 - 22:00, , , , , , 
4197,27965,22:00 - 23:00, , , , , , 
4198,27965,4,,,,,,
4199,27996,7:00 - 8:00, , , , , , 
4200,27996,8:00 - 9:00, , , , , , 
4201,27996,9:00 - 10:00, , , , , , 
4202,27996,10:00 - 11:00, , , , , , 
4203,27996,11:00 - 12:00, , , , , , 
4204,27996,12:00 - 13:00, , , , , , 
4205,27996,13:00 - 14:00, , , , , , 
4206,27996,14:00 - 15:00, , , , , , 
4207,27996,15:00 - 16:00, , , , , , 
4208,27996,16:00 - 17:00, , , , , , 
4209,27996,17:00 - 18:00, , , , , , 
4210,27996,18:00 - 19:00, , , , , , 
4211,27996,19:00 - 20:00, , , , , , 
4212,27996,20:00 - 21:00, ,X,X, , , 
4213,27996,21:00 - 22:00, ,X,X, , , 
4214,27996,22:00 - 23:00, , , , , , 
4215,27996,4,,,,,,
4216,27997,7:00 - 8:00,X,X,X,X,X, 
4217,27997,8:00 - 9:00,X,X,X,X,X, 
4218,27997,9:00 - 10:00, ,X,X,X,X, 
4219,27997,10:00 - 11:00, ,X,X,X,X, 
4220,27997,11:00 - 12:00, ,X, , ,X, 
4221,27997,12:00 - 13:00, , , , , , 
4222,27997,13:00 - 14:00, , , , , , 
4223,27997,14:00 - 15:00, , , , , , 
4224,27997,15:00 - 16:00, , , , , , 
4225,27997,16:00 - 17:00, , , , , , 
4226,27997,17:00 - 18:00, , , , , , 
4227,27997,18:00 - 19:00, , , , , , 
4228,27997,19:00 - 20:00, , , , , , 
4229,27997,20:00 - 21:00, , , , , , 
4230,27997,21:00 - 22:00, , , , , , 
4231,27997,22:00 - 23:00, , , , , , 
4232,27997,20,,,,,,
4233,28026,7:00 - 8:00, , , , , , 
4234,28026,8:00 - 9:00, , , , , , 
4235,28026,9:00 - 10:00, , , , , , 
4236,28026,10:00 - 11:00, , , , , , 
4237,28026,11:00 - 12:00, , , , , , 
4238,28026,12:00 - 13:00, , , , , , 
4239,28026,13:00 - 14:00, , , , , , 
4240,28026,14:00 - 15:00, , , , , , 
4241,28026,15:00 - 16:00, , , , , , 
4242,28026,16:00 - 17:00, , , , , , 
4243,28026,17:00 - 18:00, , , , , , 
4244,28026,18:00 - 19:00, , , , ,X, 
4245,28026,19:00 - 20:00, , , , , , 
4246,28026,20:00 - 21:00, , ,X, , , 
4247,28026,21:00 - 22:00, , ,X,X, , 
4248,28026,22:00 - 23:00, , , , , , 
4249,28026,4,,,,,,
4250,28149,7:00 - 8:00, , , , , , 
4251,28149,8:00 - 9:00, , , , , , 
4252,28149,9:00 - 10:00, , , , , , 
4253,28149,10:00 - 11:00, , , , , , 
4254,28149,11:00 - 12:00, , , , , , 
4255,28149,12:00 - 13:00, , , , , , 
4256,28149,13:00 - 14:00, , , , , , 
4257,28149,14:00 - 15:00, , , , , , 
4258,28149,15:00 - 16:00, , , , , , 
4259,28149,16:00 - 17:00, , , , , , 
4260,28149,17:00 - 18:00, , , , ,X, 
4261,28149,18:00 - 19:00,X, , , , , 
4262,28149,19:00 - 20:00,X, , , , , 
4263,28149,20:00 - 21:00, , , , , , 
4264,28149,21:00 - 22:00, , , , , , 
4265,28149,22:00 - 23:00, , , , , , 
4266,28149,3,,,,,,
4267,28215,7:00 - 8:00, , , , , , 
4268,28215,8:00 - 9:00, , , , , , 
4269,28215,9:00 - 10:00, , , , , , 
4270,28215,10:00 - 11:00, , , , , , 
4271,28215,11:00 - 12:00, , , , , , 
4272,28215,12:00 - 13:00, , , , , , 
4273,28215,13:00 - 14:00, , , , , , 
4274,28215,14:00 - 15:00, , , , , , 
4275,28215,15:00 - 16:00, , , , , , 
4276,28215,16:00 - 17:00, , , , , , 
4277,28215,17:00 - 18:00, , , , , , 
4278,28215,18:00 - 19:00, ,X, , ,X, 
4279,28215,19:00 - 20:00, ,X, , ,X, 
4280,28215,20:00 - 21:00, , , , , , 
4281,28215,21:00 - 22:00, , , , , , 
4282,28215,22:00 - 23:00, , , , , , 
4283,28215,4,,,,,,
4284,28216,7:00 - 8:00, , , , , , 
4285,28216,8:00 - 9:00, , , , , , 
4286,28216,9:00 - 10:00, , , , , , 
4287,28216,10:00 - 11:00, , , , , , 
4288,28216,11:00 - 12:00, , , , , , 
4289,28216,12:00 - 13:00, , , , , , 
4290,28216,13:00 - 14:00, , , , , , 
4291,28216,14:00 - 15:00, , , , , , 
4292,28216,15:00 - 16:00, , , , , , 
4293,28216,16:00 - 17:00, , , , , , 
4294,28216,17:00 - 18:00, , ,X, , , 
4295,28216,18:00 - 19:00,X, ,X, , , 
4296,28216,19:00 - 20:00,X, , , , , 
4297,28216,20:00 - 21:00, , , , , , 
4298,28216,21:00 - 22:00, ,X, , , , 
4299,28216,22:00 - 23:00, , , , , , 
4300,28216,5,,,,,,
4301,28220,7:00 - 8:00, , ,X,X, , 
4302,28220,8:00 - 9:00, , ,X,X, , 
4303,28220,9:00 - 10:00, , , , , , 
4304,28220,10:00 - 11:00, , , , , , 
4305,28220,11:00 - 12:00, , , , , , 
4306,28220,12:00 - 13:00, , , , , , 
4307,28220,13:00 - 14:00, , , , , , 
4308,28220,14:00 - 15:00, , , , , , 
4309,28220,15:00 - 16:00, , , , , , 
4310,28220,16:00 - 17:00, , , , , , 
4311,28220,17:00 - 18:00, , , , , , 
4312,28220,18:00 - 19:00, , , , , , 
4313,28220,19:00 - 20:00, , , , , , 
4314,28220,20:00 - 21:00, , , , , , 
4315,28220,21:00 - 22:00, , , , , , 
4316,28220,22:00 - 23:00, , , , , , 
4317,28220,4,,,,,,
4318,28225,7:00 - 8:00, , , , , , 
4319,28225,8:00 - 9:00, , , , , , 
4320,28225,9:00 - 10:00, , , , , , 
4321,28225,10:00 - 11:00, , , , , , 
4322,28225,11:00 - 12:00, , , , , , 
4323,28225,12:00 - 13:00, , , , , , 
4324,28225,13:00 - 14:00, , , , , , 
4325,28225,14:00 - 15:00, , , , , , 
4326,28225,15:00 - 16:00, , , , , , 
4327,28225,16:00 - 17:00, , , , , , 
4328,28225,17:00 - 18:00, , , , , , 
4329,28225,18:00 - 19:00, , ,X, , , 
4330,28225,19:00 - 20:00, , ,X, , , 
4331,28225,20:00 - 21:00,X, , , , , 
4332,28225,21:00 - 22:00,X, , , , , 
4333,28225,22:00 - 23:00, , , , , , 
4334,28225,4,,,,,,
4335,28239,7:00 - 8:00, , , , , , 
4336,28239,8:00 - 9:00, , , , , , 
4337,28239,9:00 - 10:00, , , , , , 
4338,28239,10:00 - 11:00, , , , , , 
4339,28239,11:00 - 12:00, , , , , , 
4340,28239,12:00 - 13:00, , , , , , 
4341,28239,13:00 - 14:00, , , , , , 
4342,28239,14:00 - 15:00, , , , , , 
4343,28239,15:00 - 16:00, , , , , , 
4344,28239,16:00 - 17:00, , , , , , 
4345,28239,17:00 - 18:00, , , , , , 
4346,28239,18:00 - 19:00, ,X, ,X, , 
4347,28239,19:00 - 20:00,X,X,X,X, , 
4348,28239,20:00 - 21:00,X,X,X,X, , 
4349,28239,21:00 - 22:00,X,X, ,X, , 
4350,28239,22:00 - 23:00, , , , , , 
4351,28239,13,,,,,,
4352,28304,7:00 - 8:00,X, ,X,X, , 
4353,28304,8:00 - 9:00,X, ,X,X,X, 
4354,28304,9:00 - 10:00,X,X, , ,X, 
4355,28304,10:00 - 11:00,X, , , , , 
4356,28304,11:00 - 12:00, , ,X, , , 
4357,28304,12:00 - 13:00, , , , , , 
4358,28304,13:00 - 14:00, , , , , , 
4359,28304,14:00 - 15:00, , , , , , 
4360,28304,15:00 - 16:00, , , , , , 
4361,28304,16:00 - 17:00, , , , , , 
4362,28304,17:00 - 18:00, , , , , , 
4363,28304,18:00 - 19:00, , , , , , 
4364,28304,19:00 - 20:00, , , , , , 
4365,28304,20:00 - 21:00, , , , , , 
4366,28304,21:00 - 22:00, , , , , , 
4367,28304,22:00 - 23:00, , , , , , 
4368,28304,12,,,,,,
4369,28342,7:00 - 8:00, , , , ,X, 
4370,28342,8:00 - 9:00,X,X, , ,X, 
4371,28342,9:00 - 10:00,X, , , ,X, 
4372,28342,10:00 - 11:00, , , , , , 
4373,28342,11:00 - 12:00, ,X, , , , 
4374,28342,12:00 - 13:00, , , , , , 
4375,28342,13:00 - 14:00, , , , , , 
4376,28342,14:00 - 15:00, , , , , , 
4377,28342,15:00 - 16:00, , , , , , 
4378,28342,16:00 - 17:00, , , , , , 
4379,28342,17:00 - 18:00, , , , , , 
4380,28342,18:00 - 19:00, , , , , , 
4381,28342,19:00 - 20:00, , , , , , 
4382,28342,20:00 - 21:00, , , , , , 
4383,28342,21:00 - 22:00, , , , , , 
4384,28342,22:00 - 23:00, , , , , , 
4385,28342,7,,,,,,
4386,28395,7:00 - 8:00,X,X,X,X,X, 
4387,28395,8:00 - 9:00,X,X,X,X,X, 
4388,28395,9:00 - 10:00,X,X,X,X,X, 
4389,28395,10:00 - 11:00,X,X,X, ,X, 
4390,28395,11:00 - 12:00, , , , , , 
4391,28395,12:00 - 13:00, , , , , , 
4392,28395,13:00 - 14:00, , , , , , 
4393,28395,14:00 - 15:00, , , , , , 
4394,28395,15:00 - 16:00, , , , , , 
4395,28395,16:00 - 17:00, , , , , , 
4396,28395,17:00 - 18:00, , , , , , 
4397,28395,18:00 - 19:00, , , , , , 
4398,28395,19:00 - 20:00, , , , , , 
4399,28395,20:00 - 21:00, , , , , , 
4400,28395,21:00 - 22:00, , , , , , 
4401,28395,22:00 - 23:00, , , , , , 
4402,28395,19,,,,,,
4403,28408,7:00 - 8:00, , , , , , 
4404,28408,8:00 - 9:00, , , , , , 
4405,28408,9:00 - 10:00, , , , , , 
4406,28408,10:00 - 11:00, , , , , , 
4407,28408,11:00 - 12:00, , , , , , 
4408,28408,12:00 - 13:00, , , , , , 
4409,28408,13:00 - 14:00, , , , , , 
4410,28408,14:00 - 15:00, , , , , , 
4411,28408,15:00 - 16:00, , , , , , 
4412,28408,16:00 - 17:00, , , , , , 
4413,28408,17:00 - 18:00, , , , , , 
4414,28408,18:00 - 19:00, , , , , , 
4415,28408,19:00 - 20:00, ,X, , , , 
4416,28408,20:00 - 21:00, ,X,X, , , 
4417,28408,21:00 - 22:00, ,X,X, , , 
4418,28408,22:00 - 23:00, , , , , , 
4419,28408,5,,,,,,
4420,28423,7:00 - 8:00, , , , , , 
4421,28423,8:00 - 9:00, , , , , , 
4422,28423,9:00 - 10:00, , , , , , 
4423,28423,10:00 - 11:00, , , , , , 
4424,28423,11:00 - 12:00, , , , , , 
4425,28423,12:00 - 13:00, , , , , , 
4426,28423,13:00 - 14:00, , , , , , 
4427,28423,14:00 - 15:00, , , , , , 
4428,28423,15:00 - 16:00, , , , , , 
4429,28423,16:00 - 17:00, , , , , , 
4430,28423,17:00 - 18:00, , , , , , 
4431,28423,18:00 - 19:00, , , , , , 
4432,28423,19:00 - 20:00, , , , , , 
4433,28423,20:00 - 21:00, ,X,X, , , 
4434,28423,21:00 - 22:00, ,X,X, , , 
4435,28423,22:00 - 23:00, , , , , , 
4436,28423,4,,,,,,
4437,28481,7:00 - 8:00, , , , , , 
4438,28481,8:00 - 9:00, , , , , , 
4439,28481,9:00 - 10:00,X, , , , , 
4440,28481,10:00 - 11:00,X, , , , , 
4441,28481,11:00 - 12:00, , ,X, , , 
4442,28481,12:00 - 13:00, , ,X, , , 
4443,28481,13:00 - 14:00, , , , , , 
4444,28481,14:00 - 15:00, , , , , , 
4445,28481,15:00 - 16:00, , , , , , 
4446,28481,16:00 - 17:00, , , , , , 
4447,28481,17:00 - 18:00,X, , , , , 
4448,28481,18:00 - 19:00,X, ,X, , , 
4449,28481,19:00 - 20:00,X, ,X, , , 
4450,28481,20:00 - 21:00, , ,X, , , 
4451,28481,21:00 - 22:00, , ,X, , , 
4452,28481,22:00 - 23:00, , , , , , 
4453,28481,11,,,,,,
4454,28535,7:00 - 8:00,X, , , , , 
4455,28535,8:00 - 9:00,X, , , , , 
4456,28535,9:00 - 10:00, ,X, , , , 
4457,28535,10:00 - 11:00,X,X, , , , 
4458,28535,11:00 - 12:00, , ,X, , , 
4459,28535,12:00 - 13:00, , ,X, , , 
4460,28535,13:00 - 14:00, ,X,X, , , 
4461,28535,14:00 - 15:00, ,X,X, ,X, 
4462,28535,15:00 - 16:00, , ,X, ,X, 
4463,28535,16:00 - 17:00, , , , , , 
4464,28535,17:00 - 18:00, , ,X, , , 
4465,28535,18:00 - 19:00, , , , , , 
4466,28535,19:00 - 20:00, , , , , , 
4467,28535,20:00 - 21:00,X, , , , , 
4468,28535,21:00 - 22:00,X, , , , , 
4469,28535,22:00 - 23:00, , , , , , 
4470,28535,17,,,,,,
4471,28549,7:00 - 8:00, ,X, , , , 
4472,28549,8:00 - 9:00,X,X, , , , 
4473,28549,9:00 - 10:00,X,X,X, ,X, 
4474,28549,10:00 - 11:00, ,X, , ,X, 
4475,28549,11:00 - 12:00, ,X, , , , 
4476,28549,12:00 - 13:00, , , , , , 
4477,28549,13:00 - 14:00, , , , , , 
4478,28549,14:00 - 15:00, , , , , , 
4479,28549,15:00 - 16:00, , , , , , 
4480,28549,16:00 - 17:00, , , , , , 
4481,28549,17:00 - 18:00, , , , , , 
4482,28549,18:00 - 19:00, , , , , , 
4483,28549,19:00 - 20:00, , , , , , 
4484,28549,20:00 - 21:00, , , , , , 
4485,28549,21:00 - 22:00, , , , , , 
4486,28549,22:00 - 23:00, , , , , , 
4487,28549,10,,,,,,
4488,28644,7:00 - 8:00, , ,X, ,X, 
4489,28644,8:00 - 9:00, , ,X, ,X, 
4490,28644,9:00 - 10:00, , , , , , 
4491,28644,10:00 - 11:00, , , , , , 
4492,28644,11:00 - 12:00, ,X, , , , 
4493,28644,12:00 - 13:00, ,X, ,X, , 
4494,28644,13:00 - 14:00, , , , , , 
4495,28644,14:00 - 15:00, , , , , , 
4496,28644,15:00 - 16:00, , , , , , 
4497,28644,16:00 - 17:00, , ,X,X, , 
4498,28644,17:00 - 18:00, , , ,X, , 
4499,28644,18:00 - 19:00, , , , , , 
4500,28644,19:00 - 20:00, , , , , , 
4501,28644,20:00 - 21:00, , , , , , 
4502,28644,21:00 - 22:00, , , , , , 
4503,28644,22:00 - 23:00, , , , , , 
4504,28644,10,,,,,,
4505,28657,7:00 - 8:00, , , , , , 
4506,28657,8:00 - 9:00, , , , , , 
4507,28657,9:00 - 10:00, , , , , , 
4508,28657,10:00 - 11:00, , , , , , 
4509,28657,11:00 - 12:00, , , , , , 
4510,28657,12:00 - 13:00, , , , , , 
4511,28657,13:00 - 14:00, , , , , , 
4512,28657,14:00 - 15:00, , , , , , 
4513,28657,15:00 - 16:00, , , , , , 
4514,28657,16:00 - 17:00, , ,X, ,X, 
4515,28657,17:00 - 18:00, , ,X, , , 
4516,28657,18:00 - 19:00, , , , , , 
4517,28657,19:00 - 20:00, , , , , , 
4518,28657,20:00 - 21:00, , , , , , 
4519,28657,21:00 - 22:00, , , , , , 
4520,28657,22:00 - 23:00, , , , , , 
4521,28657,3,,,,,,
4522,28668,7:00 - 8:00, ,X,X,X,X, 
4523,28668,8:00 - 9:00,X,X,X,X,X, 
4524,28668,9:00 - 10:00, , , , , , 
4525,28668,10:00 - 11:00, , , , , , 
4526,28668,11:00 - 12:00, , , , , , 
4527,28668,12:00 - 13:00, , , , , , 
4528,28668,13:00 - 14:00, , , , , , 
4529,28668,14:00 - 15:00, , , , , , 
4530,28668,15:00 - 16:00, , , , , , 
4531,28668,16:00 - 17:00, , , , , , 
4532,28668,17:00 - 18:00, , , , , , 
4533,28668,18:00 - 19:00, , , , , , 
4534,28668,19:00 - 20:00, , , , , , 
4535,28668,20:00 - 21:00, , , , , , 
4536,28668,21:00 - 22:00, , , , , , 
4537,28668,22:00 - 23:00, , , , , , 
4538,28668,9,,,,,,
4539,28713,7:00 - 8:00,X, , ,X, , 
4540,28713,8:00 - 9:00,X, , ,X, , 
4541,28713,9:00 - 10:00, , , , , , 
4542,28713,10:00 - 11:00, , , , , , 
4543,28713,11:00 - 12:00, , , , , , 
4544,28713,12:00 - 13:00, , , , , , 
4545,28713,13:00 - 14:00, , , , , , 
4546,28713,14:00 - 15:00, , , , , , 
4547,28713,15:00 - 16:00, , , , , , 
4548,28713,16:00 - 17:00, , , , , , 
4549,28713,17:00 - 18:00, , , , , , 
4550,28713,18:00 - 19:00, , , , , , 
4551,28713,19:00 - 20:00, , , , , , 
4552,28713,20:00 - 21:00, , , , , , 
4553,28713,21:00 - 22:00, , , , , , 
4554,28713,22:00 - 23:00, , , , , , 
4555,28713,4,,,,,,
4556,28825,7:00 - 8:00, , , , , , 
4557,28825,8:00 - 9:00, , , , , , 
4558,28825,9:00 - 10:00, , , , , , 
4559,28825,10:00 - 11:00, , , , , , 
4560,28825,11:00 - 12:00, , , , , , 
4561,28825,12:00 - 13:00, , , , , , 
4562,28825,13:00 - 14:00, , , , , , 
4563,28825,14:00 - 15:00, , , , , , 
4564,28825,15:00 - 16:00, , , , , , 
4565,28825,16:00 - 17:00, , , , , , 
4566,28825,17:00 - 18:00, , ,X, , , 
4567,28825,18:00 - 19:00, , , , , , 
4568,28825,19:00 - 20:00, , , , , , 
4569,28825,20:00 - 21:00,X, , , , , 
4570,28825,21:00 - 22:00,X, , , , , 
4571,28825,22:00 - 23:00, , , , , , 
4572,28825,3,,,,,,
4573,28828,7:00 - 8:00, , , , , , 
4574,28828,8:00 - 9:00, , , , , , 
4575,28828,9:00 - 10:00,X,X,X,X,X, 
4576,28828,10:00 - 11:00,X,X,X, , , 
4577,28828,11:00 - 12:00,X, ,X, ,X, 
4578,28828,12:00 - 13:00,X,X,X,X,X, 
4579,28828,13:00 - 14:00, , , , , , 
4580,28828,14:00 - 15:00, , , , , , 
4581,28828,15:00 - 16:00, , , , , , 
4582,28828,16:00 - 17:00,X,X,X,X,X, 
4583,28828,17:00 - 18:00,X,X,X,X,X, 
4584,28828,18:00 - 19:00,X,X,X,X,X, 
4585,28828,19:00 - 20:00,X,X,X,X,X, 
4586,28828,20:00 - 21:00, , , , , , 
4587,28828,21:00 - 22:00, , , , , , 
4588,28828,22:00 - 23:00, , , , , , 
4589,28828,36,,,,,,
4590,28851,7:00 - 8:00, , , , , , 
4591,28851,8:00 - 9:00, , , , , , 
4592,28851,9:00 - 10:00, , , , , , 
4593,28851,10:00 - 11:00, , ,X, ,X, 
4594,28851,11:00 - 12:00, , ,X, , , 
4595,28851,12:00 - 13:00, , , , , , 
4596,28851,13:00 - 14:00, , , , , , 
4597,28851,14:00 - 15:00, , , , , , 
4598,28851,15:00 - 16:00, , , , , , 
4599,28851,16:00 - 17:00, , , , , , 
4600,28851,17:00 - 18:00, , ,X, , , 
4601,28851,18:00 - 19:00,X, ,X, , , 
4602,28851,19:00 - 20:00, , , , , , 
4603,28851,20:00 - 21:00,X, , , ,X, 
4604,28851,21:00 - 22:00,X, , , ,X, 
4605,28851,22:00 - 23:00, , , , , , 
4606,28851,10,,,,,,
4607,28912,7:00 - 8:00,X, , , , , 
4608,28912,8:00 - 9:00,X, , , ,X, 
4609,28912,9:00 - 10:00, , ,X,X,X, 
4610,28912,10:00 - 11:00, , ,X,X,X, 
4611,28912,11:00 - 12:00, , , , , , 
4612,28912,12:00 - 13:00, , , , , , 
4613,28912,13:00 - 14:00, , , , , , 
4614,28912,14:00 - 15:00, , , , , , 
4615,28912,15:00 - 16:00, , , , , , 
4616,28912,16:00 - 17:00, , , , , , 
4617,28912,17:00 - 18:00, , , , , , 
4618,28912,18:00 - 19:00, , , , , , 
4619,28912,19:00 - 20:00, , , , , , 
4620,28912,20:00 - 21:00, , , , , , 
4621,28912,21:00 - 22:00, , , , , , 
4622,28912,22:00 - 23:00, , , , , , 
4623,28912,9,,,,,,
4624,28921,7:00 - 8:00, ,X, ,X, , 
4625,28921,8:00 - 9:00, ,X, ,X, , 
4626,28921,9:00 - 10:00, , , , , , 
4627,28921,10:00 - 11:00, , , , , , 
4628,28921,11:00 - 12:00, , , , , , 
4629,28921,12:00 - 13:00, , , , , , 
4630,28921,13:00 - 14:00, , , , , , 
4631,28921,14:00 - 15:00, , , , , , 
4632,28921,15:00 - 16:00, , , , , , 
4633,28921,16:00 - 17:00, , , , , , 
4634,28921,17:00 - 18:00, , , , , , 
